antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({512, 0, 502})",frozenset({1367}),0.58932,0.73878,0.43816,0.7435009841851626,1.0063902436248446,0.002782170400000006,1.0184054670547766
"frozenset({512, 0, 1367})",frozenset({502}),0.56612,0.797,0.43816,0.7739701830000707,0.9711043701381062,-0.013037640000000017,0.8981115973741794
"frozenset({512, 502, 1367})",frozenset({0}),0.43816,1.0,0.43816,1.0,1.0,0.0,inf
"frozenset({0, 502, 1367})",frozenset({512}),0.58052,0.75308,0.43816,0.7547715840970164,1.0022462209818563,0.0009819983999999615,1.006897993818488
"frozenset({512, 0})","frozenset({502, 1367})",0.75308,0.58052,0.43816,0.5818239762043873,1.0022462209818563,0.0009819983999999615,1.0031182471738853
"frozenset({512, 502})","frozenset({0, 1367})",0.58932,0.73878,0.43816,0.7435009841851626,1.0063902436248446,0.002782170400000006,1.0184054670547766
"frozenset({512, 1367})","frozenset({0, 502})",0.56612,0.797,0.43816,0.7739701830000707,0.9711043701381062,-0.013037640000000017,0.8981115973741794
"frozenset({0, 502})","frozenset({512, 1367})",0.797,0.56612,0.43816,0.5497616060225846,0.9711043701381061,-0.013037640000000017,0.9636672611748969
"frozenset({0, 1367})","frozenset({512, 502})",0.73878,0.58932,0.43816,0.5930858983729933,1.0063902436248444,0.002782170400000006,1.0092547747987493
"frozenset({502, 1367})","frozenset({512, 0})",0.58052,0.75308,0.43816,0.7547715840970164,1.0022462209818563,0.0009819983999999615,1.006897993818488
frozenset({512}),"frozenset({0, 502, 1367})",0.75308,0.58052,0.43816,0.5818239762043873,1.0022462209818563,0.0009819983999999615,1.0031182471738853
frozenset({0}),"frozenset({512, 502, 1367})",1.0,0.43816,0.43816,0.43816,1.0,0.0,1.0
frozenset({502}),"frozenset({512, 0, 1367})",0.797,0.56612,0.43816,0.5497616060225846,0.9711043701381061,-0.013037640000000017,0.9636672611748969
frozenset({1367}),"frozenset({512, 0, 502})",0.73878,0.58932,0.43816,0.5930858983729933,1.0063902436248444,0.002782170400000006,1.0092547747987493
"frozenset({512, 1357, 502})",frozenset({1367}),0.4382,0.73878,0.43808,0.9997261524418075,1.3532122586450737,0.11434660400000002,953.8883666670853
"frozenset({512, 1357, 1367})",frozenset({502}),0.566,0.797,0.43808,0.773992932862191,0.9711329145071405,-0.013021999999999978,0.8982020012507821
"frozenset({512, 502, 1367})",frozenset({1357}),0.43816,0.73888,0.43808,0.999817418294687,1.3531526341147235,0.11433233920000002,1430.1542400006458
"frozenset({1357, 502, 1367})",frozenset({512}),0.58044,0.75308,0.43808,0.7547377851285233,1.0022013400017573,0.0009622448000000672,1.0067592357403772
"frozenset({512, 1357})","frozenset({502, 1367})",0.56616,0.58052,0.43808,0.7737741981065424,1.3328984326234106,0.10941279679999999,1.8542535665209245
"frozenset({512, 502})","frozenset({1357, 1367})",0.58932,0.73866,0.43808,0.7433652345075682,1.0063699598023017,0.002772888800000095,1.0183343612800853
"frozenset({512, 1367})","frozenset({1357, 502})",0.56612,0.58056,0.43808,0.7738288702041971,1.3329007685755083,0.10941337280000007,1.8545249359575144
"frozenset({1357, 502})","frozenset({512, 1367})",0.58056,0.56612,0.43808,0.7545817831059668,1.3329007685755085,0.10941337280000007,1.767920920830995
"frozenset({1357, 1367})","frozenset({512, 502})",0.73866,0.58932,0.43808,0.5930739447106924,1.0063699598023017,0.002772888800000095,1.009225127420321
"frozenset({502, 1367})","frozenset({512, 1357})",0.58052,0.56616,0.43808,0.7546337766140702,1.3328984326234106,0.10941279679999999,1.7681325245717496
frozenset({512}),"frozenset({1357, 502, 1367})",0.75308,0.58044,0.43808,0.5817177457906199,1.002201340001757,0.0009622448000000672,1.0030547453968255
frozenset({1357}),"frozenset({512, 502, 1367})",0.73888,0.43816,0.43808,0.5928973581637073,1.3531526341147235,0.11433233920000002,1.3800942127659575
frozenset({502}),"frozenset({512, 1357, 1367})",0.797,0.566,0.43808,0.5496612296110414,0.9711329145071403,-0.013021999999999978,0.9637189345815224
frozenset({1367}),"frozenset({512, 1357, 502})",0.73878,0.4382,0.43808,0.5929776117382712,1.3532122586450737,0.11434660400000002,1.3802680545394084
"frozenset({512, 1397, 502})",frozenset({1367}),0.56972,0.73878,0.43784,0.7685178684265955,1.0402526711965612,0.01694225840000002,1.1284672308158934
"frozenset({512, 1397, 1367})",frozenset({502}),0.56552,0.797,0.43784,0.7742254915829678,0.9714247071304489,-0.01287944000000002,0.8991271929824557
"frozenset({512, 502, 1367})",frozenset({1397}),0.43816,0.96968,0.43784,0.9992696731787475,1.0305148844760617,0.012965011200000043,41.51565999999983
"frozenset({1397, 502, 1367})",frozenset({512}),0.58014,0.75308,0.43784,0.7547143792877582,1.002170259849894,0.0009481688000000377,1.006663167955025
"frozenset({512, 1397})","frozenset({502, 1367})",0.72968,0.58052,0.43784,0.6000438548404781,1.033631666162196,0.014246166399999982,1.0488149890350877
"frozenset({512, 502})","frozenset({1397, 1367})",0.58932,0.73812,0.43784,0.7429579854747845,1.0065544701061948,0.0028511216000000617,1.0188217692104569
"frozenset({512, 1367})","frozenset({1397, 502})",0.56612,0.7715,0.43784,0.7734049318165761,1.002469127435614,0.0010784200000000799,1.0084067664483949
"frozenset({1397, 502})","frozenset({512, 1367})",0.7715,0.56612,0.43784,0.5675178224238496,1.0024691274356137,0.0010784200000000799,1.0032320925493017
"frozenset({1397, 1367})","frozenset({512, 502})",0.73812,0.58932,0.43784,0.5931826803229827,1.0065544701061948,0.0028511216000000617,1.0094948767816705
"frozenset({502, 1367})","frozenset({512, 1397})",0.58052,0.72968,0.43784,0.7542203541652311,1.033631666162196,0.014246166399999982,1.0998469750490607
frozenset({512}),"frozenset({1397, 502, 1367})",0.75308,0.58014,0.43784,0.5813990545493175,1.002170259849894,0.0009481688000000377,1.00300776804974
frozenset({1397}),"frozenset({512, 502, 1367})",0.96968,0.43816,0.43784,0.4515304017820312,1.0305148844760617,0.012965011200000043,1.024377653429603
frozenset({502}),"frozenset({512, 1397, 1367})",0.797,0.56552,0.43784,0.5493601003764115,0.9714247071304489,-0.01287944000000002,0.9641401046887179
frozenset({1367}),"frozenset({512, 1397, 502})",0.73878,0.56972,0.43784,0.5926527518341049,1.0402526711965614,0.01694225840000002,1.0562977949092844
"frozenset({512, 0, 1357, 502})",frozenset({1367}),0.4382,0.73878,0.43808,0.9997261524418075,1.3532122586450737,0.11434660400000002,953.8883666670853
"frozenset({512, 0, 1357, 1367})",frozenset({502}),0.566,0.797,0.43808,0.773992932862191,0.9711329145071405,-0.013021999999999978,0.8982020012507821
"frozenset({512, 0, 502, 1367})",frozenset({1357}),0.43816,0.73888,0.43808,0.999817418294687,1.3531526341147235,0.11433233920000002,1430.1542400006458
"frozenset({512, 1357, 502, 1367})",frozenset({0}),0.43808,1.0,0.43808,1.0,1.0,0.0,inf
"frozenset({0, 1357, 502, 1367})",frozenset({512}),0.58044,0.75308,0.43808,0.7547377851285233,1.0022013400017573,0.0009622448000000672,1.0067592357403772
"frozenset({512, 0, 1357})","frozenset({502, 1367})",0.56616,0.58052,0.43808,0.7737741981065424,1.3328984326234106,0.10941279679999999,1.8542535665209245
"frozenset({512, 0, 502})","frozenset({1357, 1367})",0.58932,0.73866,0.43808,0.7433652345075682,1.0063699598023017,0.002772888800000095,1.0183343612800853
"frozenset({512, 0, 1367})","frozenset({1357, 502})",0.56612,0.58056,0.43808,0.7738288702041971,1.3329007685755083,0.10941337280000007,1.8545249359575144
"frozenset({512, 1357, 502})","frozenset({0, 1367})",0.4382,0.73878,0.43808,0.9997261524418075,1.3532122586450737,0.11434660400000002,953.8883666670853
"frozenset({512, 1357, 1367})","frozenset({0, 502})",0.566,0.797,0.43808,0.773992932862191,0.9711329145071405,-0.013021999999999978,0.8982020012507821
"frozenset({512, 502, 1367})","frozenset({0, 1357})",0.43816,0.73888,0.43808,0.999817418294687,1.3531526341147235,0.11433233920000002,1430.1542400006458
"frozenset({0, 1357, 502})","frozenset({512, 1367})",0.58056,0.56612,0.43808,0.7545817831059668,1.3329007685755085,0.10941337280000007,1.767920920830995
"frozenset({0, 1357, 1367})","frozenset({512, 502})",0.73866,0.58932,0.43808,0.5930739447106924,1.0063699598023017,0.002772888800000095,1.009225127420321
"frozenset({0, 502, 1367})","frozenset({512, 1357})",0.58052,0.56616,0.43808,0.7546337766140702,1.3328984326234106,0.10941279679999999,1.7681325245717496
"frozenset({1357, 502, 1367})","frozenset({512, 0})",0.58044,0.75308,0.43808,0.7547377851285233,1.0022013400017573,0.0009622448000000672,1.0067592357403772
"frozenset({512, 0})","frozenset({1357, 502, 1367})",0.75308,0.58044,0.43808,0.5817177457906199,1.002201340001757,0.0009622448000000672,1.0030547453968255
"frozenset({512, 1357})","frozenset({0, 502, 1367})",0.56616,0.58052,0.43808,0.7737741981065424,1.3328984326234106,0.10941279679999999,1.8542535665209245
"frozenset({512, 502})","frozenset({0, 1357, 1367})",0.58932,0.73866,0.43808,0.7433652345075682,1.0063699598023017,0.002772888800000095,1.0183343612800853
"frozenset({512, 1367})","frozenset({0, 1357, 502})",0.56612,0.58056,0.43808,0.7738288702041971,1.3329007685755083,0.10941337280000007,1.8545249359575144
"frozenset({0, 1357})","frozenset({512, 502, 1367})",0.73888,0.43816,0.43808,0.5928973581637073,1.3531526341147235,0.11433233920000002,1.3800942127659575
"frozenset({0, 502})","frozenset({512, 1357, 1367})",0.797,0.566,0.43808,0.5496612296110414,0.9711329145071403,-0.013021999999999978,0.9637189345815224
"frozenset({0, 1367})","frozenset({512, 1357, 502})",0.73878,0.4382,0.43808,0.5929776117382712,1.3532122586450737,0.11434660400000002,1.3802680545394084
"frozenset({1357, 502})","frozenset({512, 0, 1367})",0.58056,0.56612,0.43808,0.7545817831059668,1.3329007685755085,0.10941337280000007,1.767920920830995
"frozenset({1357, 1367})","frozenset({512, 0, 502})",0.73866,0.58932,0.43808,0.5930739447106924,1.0063699598023017,0.002772888800000095,1.009225127420321
"frozenset({502, 1367})","frozenset({512, 0, 1357})",0.58052,0.56616,0.43808,0.7546337766140702,1.3328984326234106,0.10941279679999999,1.7681325245717496
frozenset({512}),"frozenset({0, 1357, 502, 1367})",0.75308,0.58044,0.43808,0.5817177457906199,1.002201340001757,0.0009622448000000672,1.0030547453968255
frozenset({0}),"frozenset({512, 1357, 502, 1367})",1.0,0.43808,0.43808,0.43808,1.0,0.0,1.0
frozenset({1357}),"frozenset({512, 0, 502, 1367})",0.73888,0.43816,0.43808,0.5928973581637073,1.3531526341147235,0.11433233920000002,1.3800942127659575
frozenset({502}),"frozenset({512, 0, 1357, 1367})",0.797,0.566,0.43808,0.5496612296110414,0.9711329145071403,-0.013021999999999978,0.9637189345815224
frozenset({1367}),"frozenset({512, 0, 1357, 502})",0.73878,0.4382,0.43808,0.5929776117382712,1.3532122586450737,0.11434660400000002,1.3802680545394084
"frozenset({512, 0, 1397, 502})",frozenset({1367}),0.56972,0.73878,0.43784,0.7685178684265955,1.0402526711965612,0.01694225840000002,1.1284672308158934
"frozenset({512, 0, 1397, 1367})",frozenset({502}),0.56552,0.797,0.43784,0.7742254915829678,0.9714247071304489,-0.01287944000000002,0.8991271929824557
"frozenset({512, 0, 502, 1367})",frozenset({1397}),0.43816,0.96968,0.43784,0.9992696731787475,1.0305148844760617,0.012965011200000043,41.51565999999983
"frozenset({512, 1397, 502, 1367})",frozenset({0}),0.43784,1.0,0.43784,1.0,1.0,0.0,inf
"frozenset({0, 1397, 502, 1367})",frozenset({512}),0.58014,0.75308,0.43784,0.7547143792877582,1.002170259849894,0.0009481688000000377,1.006663167955025
"frozenset({512, 0, 1397})","frozenset({502, 1367})",0.72968,0.58052,0.43784,0.6000438548404781,1.033631666162196,0.014246166399999982,1.0488149890350877
"frozenset({512, 0, 502})","frozenset({1397, 1367})",0.58932,0.73812,0.43784,0.7429579854747845,1.0065544701061948,0.0028511216000000617,1.0188217692104569
"frozenset({512, 0, 1367})","frozenset({1397, 502})",0.56612,0.7715,0.43784,0.7734049318165761,1.002469127435614,0.0010784200000000799,1.0084067664483949
"frozenset({512, 1397, 502})","frozenset({0, 1367})",0.56972,0.73878,0.43784,0.7685178684265955,1.0402526711965612,0.01694225840000002,1.1284672308158934
"frozenset({512, 1397, 1367})","frozenset({0, 502})",0.56552,0.797,0.43784,0.7742254915829678,0.9714247071304489,-0.01287944000000002,0.8991271929824557
"frozenset({512, 502, 1367})","frozenset({0, 1397})",0.43816,0.96968,0.43784,0.9992696731787475,1.0305148844760617,0.012965011200000043,41.51565999999983
"frozenset({0, 1397, 502})","frozenset({512, 1367})",0.7715,0.56612,0.43784,0.5675178224238496,1.0024691274356137,0.0010784200000000799,1.0032320925493017
"frozenset({0, 1397, 1367})","frozenset({512, 502})",0.73812,0.58932,0.43784,0.5931826803229827,1.0065544701061948,0.0028511216000000617,1.0094948767816705
"frozenset({0, 502, 1367})","frozenset({512, 1397})",0.58052,0.72968,0.43784,0.7542203541652311,1.033631666162196,0.014246166399999982,1.0998469750490607
"frozenset({1397, 502, 1367})","frozenset({512, 0})",0.58014,0.75308,0.43784,0.7547143792877582,1.002170259849894,0.0009481688000000377,1.006663167955025
"frozenset({512, 0})","frozenset({1397, 502, 1367})",0.75308,0.58014,0.43784,0.5813990545493175,1.002170259849894,0.0009481688000000377,1.00300776804974
"frozenset({512, 1397})","frozenset({0, 502, 1367})",0.72968,0.58052,0.43784,0.6000438548404781,1.033631666162196,0.014246166399999982,1.0488149890350877
"frozenset({512, 502})","frozenset({0, 1397, 1367})",0.58932,0.73812,0.43784,0.7429579854747845,1.0065544701061948,0.0028511216000000617,1.0188217692104569
"frozenset({512, 1367})","frozenset({0, 1397, 502})",0.56612,0.7715,0.43784,0.7734049318165761,1.002469127435614,0.0010784200000000799,1.0084067664483949
"frozenset({0, 1397})","frozenset({512, 502, 1367})",0.96968,0.43816,0.43784,0.4515304017820312,1.0305148844760617,0.012965011200000043,1.024377653429603
"frozenset({0, 502})","frozenset({512, 1397, 1367})",0.797,0.56552,0.43784,0.5493601003764115,0.9714247071304489,-0.01287944000000002,0.9641401046887179
"frozenset({0, 1367})","frozenset({512, 1397, 502})",0.73878,0.56972,0.43784,0.5926527518341049,1.0402526711965614,0.01694225840000002,1.0562977949092844
"frozenset({1397, 502})","frozenset({512, 0, 1367})",0.7715,0.56612,0.43784,0.5675178224238496,1.0024691274356137,0.0010784200000000799,1.0032320925493017
"frozenset({1397, 1367})","frozenset({512, 0, 502})",0.73812,0.58932,0.43784,0.5931826803229827,1.0065544701061948,0.0028511216000000617,1.0094948767816705
"frozenset({502, 1367})","frozenset({512, 0, 1397})",0.58052,0.72968,0.43784,0.7542203541652311,1.033631666162196,0.014246166399999982,1.0998469750490607
frozenset({512}),"frozenset({0, 1397, 502, 1367})",0.75308,0.58014,0.43784,0.5813990545493175,1.002170259849894,0.0009481688000000377,1.00300776804974
frozenset({0}),"frozenset({512, 1397, 502, 1367})",1.0,0.43784,0.43784,0.43784,1.0,0.0,1.0
frozenset({1397}),"frozenset({512, 0, 502, 1367})",0.96968,0.43816,0.43784,0.4515304017820312,1.0305148844760617,0.012965011200000043,1.024377653429603
frozenset({502}),"frozenset({512, 0, 1397, 1367})",0.797,0.56552,0.43784,0.5493601003764115,0.9714247071304489,-0.01287944000000002,0.9641401046887179
frozenset({1367}),"frozenset({512, 0, 1397, 502})",0.73878,0.56972,0.43784,0.5926527518341049,1.0402526711965614,0.01694225840000002,1.0562977949092844
"frozenset({512, 1397, 1357, 502})",frozenset({1367}),0.43788,0.73878,0.43776,0.9997259523157029,1.353211987757794,0.11426301360000002,953.1917800000166
"frozenset({512, 1397, 1357, 1367})",frozenset({502}),0.5654,0.797,0.43776,0.7742483197736115,0.9714533497786845,-0.012863800000000036,0.8992181134440609
"frozenset({512, 1357, 502, 1367})",frozenset({1397}),0.43808,0.96968,0.43776,0.9992695398100803,1.0305147469372167,0.012962585599999965,41.508079999995154
"frozenset({512, 1397, 502, 1367})",frozenset({1357}),0.43784,0.73888,0.43776,0.9998172848529142,1.353152453514663,0.1142487808,1429.1097599992606
"frozenset({1397, 1357, 502, 1367})",frozenset({512}),0.58006,0.75308,0.43776,0.7546805502879012,1.0021253389917422,0.0009284151999999768,1.0065243513703441
"frozenset({512, 1397, 1357})","frozenset({502, 1367})",0.56556,0.58052,0.43776,0.7740292807129218,1.3333378362725172,0.10944110879999996,1.8563467042253525
"frozenset({512, 1357, 502})","frozenset({1397, 1367})",0.4382,0.73812,0.43776,0.9989958922866271,1.3534329001878111,0.11431581600000001,260.8086727272718
"frozenset({512, 1357, 1367})","frozenset({1397, 502})",0.566,0.7715,0.43776,0.7734275618374559,1.0024984599318936,0.0010910000000000641,1.0085074859638181
"frozenset({512, 1397, 502})","frozenset({1357, 1367})",0.56972,0.73866,0.43776,0.7683774485712279,1.0402315660401644,0.016930624800000016,1.12830118823886
"frozenset({512, 1397, 1367})","frozenset({1357, 502})",0.56552,0.58056,0.43776,0.7740840288583958,1.3333402729406019,0.10944170879999998,1.8566195115842203
"frozenset({512, 502, 1367})","frozenset({1397, 1357})",0.43816,0.73822,0.43776,0.9990870914734343,1.3533731021557724,0.1143015248,286.75381199999
"frozenset({1397, 1357, 502})","frozenset({512, 1367})",0.58018,0.56612,0.43776,0.7545244579268502,1.3327995088088218,0.10930849840000001,1.7675080634742306
"frozenset({1397, 1357, 1367})","frozenset({512, 502})",0.738,0.58932,0.43776,0.593170731707317,1.006534194847141,0.00284184000000004,1.0094652278177458
"frozenset({1357, 502, 1367})","frozenset({512, 1397})",0.58044,0.72968,0.43776,0.7541864792226587,1.033585241780861,0.014224540800000018,1.0996954079058032
"frozenset({1397, 502, 1367})","frozenset({512, 1357})",0.58014,0.56616,0.43776,0.7545764815389389,1.332797233183091,0.10930793760000002,1.7677197471554993
"frozenset({512, 1357})","frozenset({1397, 502, 1367})",0.56616,0.58014,0.43776,0.7732089868588384,1.332797233183091,0.10930793760000002,1.8513079252336444
"frozenset({512, 1397})","frozenset({1357, 502, 1367})",0.72968,0.58044,0.43776,0.5999342177392829,1.033585241780861,0.014224540800000018,1.0487275308303645
"frozenset({512, 502})","frozenset({1397, 1357, 1367})",0.58932,0.738,0.43776,0.74282223579719,1.006534194847141,0.00284184000000004,1.018750593824228
"frozenset({512, 1367})","frozenset({1397, 1357, 502})",0.56612,0.58018,0.43776,0.7732636190207024,1.332799508808822,0.10930849840000001,1.8515775818011846
"frozenset({1397, 1357})","frozenset({512, 502, 1367})",0.73822,0.43816,0.43776,0.5929939584405732,1.3533731021557724,0.1143015248,1.380421769287093
"frozenset({1357, 502})","frozenset({512, 1397, 1367})",0.58056,0.56552,0.43776,0.7540305911533691,1.3333402729406016,0.10944170879999998,1.766398521008403
"frozenset({1357, 1367})","frozenset({512, 1397, 502})",0.73866,0.56972,0.43776,0.5926407278044026,1.0402315660401646,0.016930624800000016,1.0562666161515455
"frozenset({1397, 502})","frozenset({512, 1357, 1367})",0.7715,0.566,0.43776,0.5674141283214518,1.0024984599318938,0.0010910000000000641,1.0032690118055974
"frozenset({1397, 1367})","frozenset({512, 1357, 502})",0.73812,0.4382,0.43776,0.5930742968622988,1.3534329001878111,0.11431581600000001,1.3805960047942472
"frozenset({502, 1367})","frozenset({512, 1397, 1357})",0.58052,0.56556,0.43776,0.7540825466822848,1.3333378362725172,0.10944110879999996,1.7666090557579153
frozenset({512}),"frozenset({1397, 1357, 502, 1367})",0.75308,0.58006,0.43776,0.5812928241355501,1.0021253389917424,0.0009284151999999768,1.0029443587466702
frozenset({1357}),"frozenset({512, 1397, 502, 1367})",0.73888,0.43784,0.43776,0.5924642702468601,1.353152453514663,0.1142487808,1.3794127948990436
frozenset({1397}),"frozenset({512, 1357, 502, 1367})",0.96968,0.43808,0.43776,0.4514479003382559,1.0305147469372167,0.012962585599999965,1.024369426981501
frozenset({502}),"frozenset({512, 1397, 1357, 1367})",0.797,0.5654,0.43776,0.5492597239648682,0.9714533497786845,-0.012863800000000036,0.9641916267676204
frozenset({1367}),"frozenset({512, 1397, 1357, 502})",0.73878,0.43788,0.43776,0.5925444651993828,1.353211987757794,0.11426301360000002,1.3795861191947378
"frozenset({512, 0, 1357, 1397, 502})",frozenset({1367}),0.43788,0.73878,0.43776,0.9997259523157029,1.353211987757794,0.11426301360000002,953.1917800000166
"frozenset({512, 0, 1357, 1397, 1367})",frozenset({502}),0.5654,0.797,0.43776,0.7742483197736115,0.9714533497786845,-0.012863800000000036,0.8992181134440609
"frozenset({512, 0, 1357, 502, 1367})",frozenset({1397}),0.43808,0.96968,0.43776,0.9992695398100803,1.0305147469372167,0.012962585599999965,41.508079999995154
"frozenset({512, 0, 1397, 502, 1367})",frozenset({1357}),0.43784,0.73888,0.43776,0.9998172848529142,1.353152453514663,0.1142487808,1429.1097599992606
"frozenset({512, 1357, 1397, 502, 1367})",frozenset({0}),0.43776,1.0,0.43776,1.0,1.0,0.0,inf
"frozenset({0, 1357, 1397, 502, 1367})",frozenset({512}),0.58006,0.75308,0.43776,0.7546805502879012,1.0021253389917422,0.0009284151999999768,1.0065243513703441
"frozenset({512, 0, 1397, 1357})","frozenset({502, 1367})",0.56556,0.58052,0.43776,0.7740292807129218,1.3333378362725172,0.10944110879999996,1.8563467042253525
"frozenset({512, 0, 1357, 502})","frozenset({1397, 1367})",0.4382,0.73812,0.43776,0.9989958922866271,1.3534329001878111,0.11431581600000001,260.8086727272718
"frozenset({512, 0, 1357, 1367})","frozenset({1397, 502})",0.566,0.7715,0.43776,0.7734275618374559,1.0024984599318936,0.0010910000000000641,1.0085074859638181
"frozenset({512, 0, 1397, 502})","frozenset({1357, 1367})",0.56972,0.73866,0.43776,0.7683774485712279,1.0402315660401644,0.016930624800000016,1.12830118823886
"frozenset({512, 0, 1397, 1367})","frozenset({1357, 502})",0.56552,0.58056,0.43776,0.7740840288583958,1.3333402729406019,0.10944170879999998,1.8566195115842203
"frozenset({512, 0, 502, 1367})","frozenset({1397, 1357})",0.43816,0.73822,0.43776,0.9990870914734343,1.3533731021557724,0.1143015248,286.75381199999
"frozenset({512, 1397, 1357, 502})","frozenset({0, 1367})",0.43788,0.73878,0.43776,0.9997259523157029,1.353211987757794,0.11426301360000002,953.1917800000166
"frozenset({512, 1397, 1357, 1367})","frozenset({0, 502})",0.5654,0.797,0.43776,0.7742483197736115,0.9714533497786845,-0.012863800000000036,0.8992181134440609
"frozenset({512, 1357, 502, 1367})","frozenset({0, 1397})",0.43808,0.96968,0.43776,0.9992695398100803,1.0305147469372167,0.012962585599999965,41.508079999995154
"frozenset({512, 1397, 502, 1367})","frozenset({0, 1357})",0.43784,0.73888,0.43776,0.9998172848529142,1.353152453514663,0.1142487808,1429.1097599992606
"frozenset({0, 1397, 1357, 502})","frozenset({512, 1367})",0.58018,0.56612,0.43776,0.7545244579268502,1.3327995088088218,0.10930849840000001,1.7675080634742306
"frozenset({0, 1397, 1357, 1367})","frozenset({512, 502})",0.738,0.58932,0.43776,0.593170731707317,1.006534194847141,0.00284184000000004,1.0094652278177458
"frozenset({0, 1357, 502, 1367})","frozenset({512, 1397})",0.58044,0.72968,0.43776,0.7541864792226587,1.033585241780861,0.014224540800000018,1.0996954079058032
"frozenset({0, 1397, 502, 1367})","frozenset({512, 1357})",0.58014,0.56616,0.43776,0.7545764815389389,1.332797233183091,0.10930793760000002,1.7677197471554993
"frozenset({1397, 1357, 502, 1367})","frozenset({512, 0})",0.58006,0.75308,0.43776,0.7546805502879012,1.0021253389917422,0.0009284151999999768,1.0065243513703441
"frozenset({512, 0, 1357})","frozenset({1397, 502, 1367})",0.56616,0.58014,0.43776,0.7732089868588384,1.332797233183091,0.10930793760000002,1.8513079252336444
"frozenset({512, 0, 1397})","frozenset({1357, 502, 1367})",0.72968,0.58044,0.43776,0.5999342177392829,1.033585241780861,0.014224540800000018,1.0487275308303645
"frozenset({512, 0, 502})","frozenset({1397, 1357, 1367})",0.58932,0.738,0.43776,0.74282223579719,1.006534194847141,0.00284184000000004,1.018750593824228
"frozenset({512, 0, 1367})","frozenset({1397, 1357, 502})",0.56612,0.58018,0.43776,0.7732636190207024,1.332799508808822,0.10930849840000001,1.8515775818011846
"frozenset({512, 1397, 1357})","frozenset({0, 502, 1367})",0.56556,0.58052,0.43776,0.7740292807129218,1.3333378362725172,0.10944110879999996,1.8563467042253525
"frozenset({512, 1357, 502})","frozenset({0, 1397, 1367})",0.4382,0.73812,0.43776,0.9989958922866271,1.3534329001878111,0.11431581600000001,260.8086727272718
"frozenset({512, 1357, 1367})","frozenset({0, 1397, 502})",0.566,0.7715,0.43776,0.7734275618374559,1.0024984599318936,0.0010910000000000641,1.0085074859638181
"frozenset({512, 1397, 502})","frozenset({0, 1357, 1367})",0.56972,0.73866,0.43776,0.7683774485712279,1.0402315660401644,0.016930624800000016,1.12830118823886
"frozenset({512, 1397, 1367})","frozenset({0, 1357, 502})",0.56552,0.58056,0.43776,0.7740840288583958,1.3333402729406019,0.10944170879999998,1.8566195115842203
"frozenset({512, 502, 1367})","frozenset({0, 1397, 1357})",0.43816,0.73822,0.43776,0.9990870914734343,1.3533731021557724,0.1143015248,286.75381199999
"frozenset({0, 1397, 1357})","frozenset({512, 502, 1367})",0.73822,0.43816,0.43776,0.5929939584405732,1.3533731021557724,0.1143015248,1.380421769287093
"frozenset({0, 1357, 502})","frozenset({512, 1397, 1367})",0.58056,0.56552,0.43776,0.7540305911533691,1.3333402729406016,0.10944170879999998,1.766398521008403
"frozenset({0, 1357, 1367})","frozenset({512, 1397, 502})",0.73866,0.56972,0.43776,0.5926407278044026,1.0402315660401646,0.016930624800000016,1.0562666161515455
"frozenset({0, 1397, 502})","frozenset({512, 1357, 1367})",0.7715,0.566,0.43776,0.5674141283214518,1.0024984599318938,0.0010910000000000641,1.0032690118055974
"frozenset({0, 1397, 1367})","frozenset({512, 1357, 502})",0.73812,0.4382,0.43776,0.5930742968622988,1.3534329001878111,0.11431581600000001,1.3805960047942472
"frozenset({0, 502, 1367})","frozenset({512, 1397, 1357})",0.58052,0.56556,0.43776,0.7540825466822848,1.3333378362725172,0.10944110879999996,1.7666090557579153
"frozenset({1397, 1357, 502})","frozenset({512, 0, 1367})",0.58018,0.56612,0.43776,0.7545244579268502,1.3327995088088218,0.10930849840000001,1.7675080634742306
"frozenset({1397, 1357, 1367})","frozenset({512, 0, 502})",0.738,0.58932,0.43776,0.593170731707317,1.006534194847141,0.00284184000000004,1.0094652278177458
"frozenset({1357, 502, 1367})","frozenset({512, 0, 1397})",0.58044,0.72968,0.43776,0.7541864792226587,1.033585241780861,0.014224540800000018,1.0996954079058032
"frozenset({1397, 502, 1367})","frozenset({512, 0, 1357})",0.58014,0.56616,0.43776,0.7545764815389389,1.332797233183091,0.10930793760000002,1.7677197471554993
"frozenset({512, 0})","frozenset({1397, 1357, 502, 1367})",0.75308,0.58006,0.43776,0.5812928241355501,1.0021253389917424,0.0009284151999999768,1.0029443587466702
"frozenset({512, 1357})","frozenset({0, 1397, 502, 1367})",0.56616,0.58014,0.43776,0.7732089868588384,1.332797233183091,0.10930793760000002,1.8513079252336444
"frozenset({512, 1397})","frozenset({0, 1357, 502, 1367})",0.72968,0.58044,0.43776,0.5999342177392829,1.033585241780861,0.014224540800000018,1.0487275308303645
"frozenset({512, 502})","frozenset({0, 1397, 1357, 1367})",0.58932,0.738,0.43776,0.74282223579719,1.006534194847141,0.00284184000000004,1.018750593824228
"frozenset({512, 1367})","frozenset({0, 1397, 1357, 502})",0.56612,0.58018,0.43776,0.7732636190207024,1.332799508808822,0.10930849840000001,1.8515775818011846
"frozenset({0, 1357})","frozenset({512, 1397, 502, 1367})",0.73888,0.43784,0.43776,0.5924642702468601,1.353152453514663,0.1142487808,1.3794127948990436
