antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({495}),"frozenset({512, 0, 1376, 1357, 1397, 1367})",0.73918,0.42396,0.3225,0.4362942720311697,1.029093008847933,0.009117247200000012,1.021880693097821
frozenset({1367}),"frozenset({512, 0, 1376, 1357, 495, 1397})",0.73878,0.3225,0.3225,0.43653049622350365,1.3535829340263679,0.08424345,1.2023720812914387
"frozenset({0, 1376})",frozenset({1511}),0.6691,0.6702,0.4198,0.6274099536691078,0.9361533179186926,-0.02863082,0.8851551544324108
"frozenset({0, 1511})",frozenset({1376}),0.6702,0.6691,0.4198,0.6263801850193972,0.9361533179186925,-0.02863082,0.8856596645367412
"frozenset({1376, 1511})",frozenset({0}),0.4198,1.0,0.4198,1.0,1.0,0.0,inf
frozenset({0}),"frozenset({1376, 1511})",1.0,0.4198,0.4198,0.4198,1.0,0.0,1.0
frozenset({1376}),"frozenset({0, 1511})",0.6691,0.6702,0.4198,0.6274099536691078,0.9361533179186926,-0.02863082,0.8851551544324108
frozenset({1511}),"frozenset({0, 1376})",0.6702,0.6691,0.4198,0.6263801850193972,0.9361533179186925,-0.02863082,0.8856596645367412
"frozenset({1376, 1397})",frozenset({1511}),0.65372,0.6702,0.40792,0.6239980419751576,0.9310624320727509,-0.03020314399999996,0.8771230919446705
"frozenset({1376, 1511})",frozenset({1397}),0.4198,0.96968,0.40792,0.9717008099094807,1.002083996689094,0.0008483360000000051,1.071408754208755
"frozenset({1397, 1511})",frozenset({1376}),0.64658,0.6691,0.40792,0.6308886758019115,0.942891459874326,-0.024706678000000037,0.896477507751613
frozenset({1376}),"frozenset({1397, 1511})",0.6691,0.64658,0.40792,0.6096547601255418,0.942891459874326,-0.024706678000000037,0.905403637338234
frozenset({1397}),"frozenset({1376, 1511})",0.96968,0.4198,0.40792,0.4206748618100817,1.002083996689094,0.0008483360000000051,1.0015101395613788
frozenset({1511}),"frozenset({1376, 1397})",0.6702,0.65372,0.40792,0.6086541330945986,0.9310624320727507,-0.03020314399999996,0.8848438920237913
"frozenset({1376, 502})",frozenset({1511}),0.5341,0.6702,0.33832,0.6334394308181989,0.9451498520116366,-0.019633820000000024,0.8997148840535295
"frozenset({1376, 1511})",frozenset({502}),0.4198,0.797,0.33832,0.8059075750357313,1.011176380220491,0.003739400000000004,1.0458934707903778
"frozenset({502, 1511})",frozenset({1376}),0.53882,0.6691,0.33832,0.627890575702461,0.9384106646278,-0.02220446199999998,0.8892545536159602
frozenset({1376}),"frozenset({502, 1511})",0.6691,0.53882,0.33832,0.5056344343147512,0.9384106646278001,-0.02220446199999998,0.9328724167120142
frozenset({502}),"frozenset({1376, 1511})",0.797,0.4198,0.33832,0.4244918444165621,1.011176380220491,0.003739400000000004,1.008152524635912
frozenset({1511}),"frozenset({1376, 502})",0.6702,0.5341,0.33832,0.5048045359594151,0.9451498520116366,-0.019633820000000024,0.9408406050379655
"frozenset({1376, 1367})",frozenset({1511}),0.54708,0.6702,0.32596,0.5958177963003582,0.8890149153989231,-0.04069301599999997,0.8159686324167872
"frozenset({1376, 1511})",frozenset({1367}),0.4198,0.73878,0.32596,0.776464983325393,1.0510097502983202,0.01582015600000003,1.1685864876385337
"frozenset({1511, 1367})",frozenset({1376}),0.46924,0.6691,0.32596,0.6946551871110733,1.0381933748484133,0.011991516000000035,1.083692881072027
frozenset({1376}),"frozenset({1511, 1367})",0.6691,0.46924,0.32596,0.4871618592138694,1.0381933748484131,0.011991516000000035,1.034946424200035
frozenset({1367}),"frozenset({1376, 1511})",0.73878,0.4198,0.32596,0.4412138931752349,1.0510097502983204,0.01582015600000003,1.0383221646238072
frozenset({1511}),"frozenset({1376, 1367})",0.6702,0.54708,0.32596,0.4863622799164429,0.8890149153989231,-0.04069301599999997,0.8817888217522659
"frozenset({1376, 1357})",frozenset({1511}),0.54704,0.6702,0.32588,0.5957151213805206,0.8888617149813796,-0.040746208000000006,0.8157614035087719
"frozenset({1376, 1511})",frozenset({1357}),0.4198,0.73888,0.32588,0.7762744163887565,1.0506095934235011,0.015698176000000008,1.1671441226575807
"frozenset({1357, 1511})",frozenset({1376}),0.46922,0.6691,0.32588,0.6945143003282043,1.0379828132240385,0.011924897999999962,1.0831930933444955
frozenset({1376}),"frozenset({1357, 1511})",0.6691,0.46922,0.32588,0.4870422956209834,1.0379828132240385,0.011924897999999962,1.0347441815745004
frozenset({1357}),"frozenset({1376, 1511})",0.73888,0.4198,0.32588,0.4410459073191858,1.0506095934235011,0.015698176000000008,1.0380101113801454
frozenset({1511}),"frozenset({1376, 1357})",0.6702,0.54704,0.32588,0.4862429125634139,0.8888617149813797,-0.040746208000000006,0.8816618029739778
"frozenset({512, 1376})",frozenset({1511}),0.51162,0.6702,0.30618,0.598451976075994,0.8929453537391734,-0.036707724,0.821321436915888
"frozenset({512, 1511})",frozenset({1376}),0.48388,0.6691,0.30618,0.6327601884764819,0.9456885196181166,-0.017584107999999987,0.901046100168824
"frozenset({1376, 1511})",frozenset({512}),0.4198,0.75308,0.30618,0.72934730824202,0.968485829184177,-0.009962984000000008,0.9123131138884
frozenset({512}),"frozenset({1376, 1511})",0.75308,0.4198,0.30618,0.4065703510915175,0.968485829184177,-0.009962984000000008,0.9777064578205417
frozenset({1376}),"frozenset({512, 1511})",0.6691,0.48388,0.30618,0.45759976087281423,0.9456885196181166,-0.017584107999999987,0.9515482530585252
frozenset({1511}),"frozenset({512, 1376})",0.6702,0.51162,0.30618,0.4568487018800358,0.8929453537391733,-0.036707724,0.8991601450469755
"frozenset({0, 1376, 1397})",frozenset({1511}),0.65372,0.6702,0.40792,0.6239980419751576,0.9310624320727509,-0.03020314399999996,0.8771230919446705
"frozenset({0, 1376, 1511})",frozenset({1397}),0.4198,0.96968,0.40792,0.9717008099094807,1.002083996689094,0.0008483360000000051,1.071408754208755
"frozenset({0, 1397, 1511})",frozenset({1376}),0.64658,0.6691,0.40792,0.6308886758019115,0.942891459874326,-0.024706678000000037,0.896477507751613
"frozenset({1376, 1397, 1511})",frozenset({0}),0.40792,1.0,0.40792,1.0,1.0,0.0,inf
"frozenset({0, 1376})","frozenset({1397, 1511})",0.6691,0.64658,0.40792,0.6096547601255418,0.942891459874326,-0.024706678000000037,0.905403637338234
"frozenset({0, 1397})","frozenset({1376, 1511})",0.96968,0.4198,0.40792,0.4206748618100817,1.002083996689094,0.0008483360000000051,1.0015101395613788
"frozenset({0, 1511})","frozenset({1376, 1397})",0.6702,0.65372,0.40792,0.6086541330945986,0.9310624320727507,-0.03020314399999996,0.8848438920237913
"frozenset({1376, 1397})","frozenset({0, 1511})",0.65372,0.6702,0.40792,0.6239980419751576,0.9310624320727509,-0.03020314399999996,0.8771230919446705
"frozenset({1376, 1511})","frozenset({0, 1397})",0.4198,0.96968,0.40792,0.9717008099094807,1.002083996689094,0.0008483360000000051,1.071408754208755
"frozenset({1397, 1511})","frozenset({0, 1376})",0.64658,0.6691,0.40792,0.6308886758019115,0.942891459874326,-0.024706678000000037,0.896477507751613
frozenset({0}),"frozenset({1376, 1397, 1511})",1.0,0.40792,0.40792,0.40792,1.0,0.0,1.0
frozenset({1376}),"frozenset({0, 1397, 1511})",0.6691,0.64658,0.40792,0.6096547601255418,0.942891459874326,-0.024706678000000037,0.905403637338234
frozenset({1397}),"frozenset({0, 1376, 1511})",0.96968,0.4198,0.40792,0.4206748618100817,1.002083996689094,0.0008483360000000051,1.0015101395613788
frozenset({1511}),"frozenset({0, 1376, 1397})",0.6702,0.65372,0.40792,0.6086541330945986,0.9310624320727507,-0.03020314399999996,0.8848438920237913
"frozenset({0, 1376, 502})",frozenset({1511}),0.5341,0.6702,0.33832,0.6334394308181989,0.9451498520116366,-0.019633820000000024,0.8997148840535295
"frozenset({0, 1376, 1511})",frozenset({502}),0.4198,0.797,0.33832,0.8059075750357313,1.011176380220491,0.003739400000000004,1.0458934707903778
"frozenset({0, 502, 1511})",frozenset({1376}),0.53882,0.6691,0.33832,0.627890575702461,0.9384106646278,-0.02220446199999998,0.8892545536159602
"frozenset({1376, 502, 1511})",frozenset({0}),0.33832,1.0,0.33832,1.0,1.0,0.0,inf
"frozenset({0, 1376})","frozenset({502, 1511})",0.6691,0.53882,0.33832,0.5056344343147512,0.9384106646278001,-0.02220446199999998,0.9328724167120142
"frozenset({0, 502})","frozenset({1376, 1511})",0.797,0.4198,0.33832,0.4244918444165621,1.011176380220491,0.003739400000000004,1.008152524635912
"frozenset({0, 1511})","frozenset({1376, 502})",0.6702,0.5341,0.33832,0.5048045359594151,0.9451498520116366,-0.019633820000000024,0.9408406050379655
"frozenset({1376, 502})","frozenset({0, 1511})",0.5341,0.6702,0.33832,0.6334394308181989,0.9451498520116366,-0.019633820000000024,0.8997148840535295
"frozenset({1376, 1511})","frozenset({0, 502})",0.4198,0.797,0.33832,0.8059075750357313,1.011176380220491,0.003739400000000004,1.0458934707903778
"frozenset({502, 1511})","frozenset({0, 1376})",0.53882,0.6691,0.33832,0.627890575702461,0.9384106646278,-0.02220446199999998,0.8892545536159602
frozenset({1376}),"frozenset({0, 502, 1511})",0.6691,0.53882,0.33832,0.5056344343147512,0.9384106646278001,-0.02220446199999998,0.9328724167120142
frozenset({502}),"frozenset({0, 1376, 1511})",0.797,0.4198,0.33832,0.4244918444165621,1.011176380220491,0.003739400000000004,1.008152524635912
frozenset({1511}),"frozenset({0, 1376, 502})",0.6702,0.5341,0.33832,0.5048045359594151,0.9451498520116366,-0.019633820000000024,0.9408406050379655
"frozenset({1376, 1397, 502})",frozenset({1511}),0.52072,0.6702,0.32816,0.630204332462744,0.9403227879181497,-0.020826544000000002,0.8918438720398838
"frozenset({1376, 1397, 1511})",frozenset({502}),0.40792,0.797,0.32816,0.8044714649931359,1.0093744855622784,0.0030477600000000105,1.0382116349047141
"frozenset({1376, 502, 1511})",frozenset({1397}),0.33832,0.96968,0.32816,0.9699692598723102,1.000298304463648,9.78623999999817e-05,1.009632125984251
"frozenset({1397, 502, 1511})",frozenset({1376}),0.51922,0.6691,0.32816,0.6320249605176996,0.944589688413839,-0.01925010199999999,0.8992457761959594
"frozenset({1376, 1397})","frozenset({502, 1511})",0.65372,0.53882,0.32816,0.5019886189806033,0.9316443691410923,-0.024077410399999943,0.9260430937461606
"frozenset({1376, 502})","frozenset({1397, 1511})",0.5341,0.64658,0.32816,0.6144167758846658,0.9502563888222119,-0.01717837800000005,0.9165855200543847
"frozenset({1376, 1511})","frozenset({1397, 502})",0.4198,0.7715,0.32816,0.7817055740828966,1.013228223049769,0.004284300000000019,1.0467514185945006
"frozenset({1397, 502})","frozenset({1376, 1511})",0.7715,0.4198,0.32816,0.42535320803629295,1.013228223049769,0.004284300000000019,1.0096636892678306
"frozenset({1397, 1511})","frozenset({1376, 502})",0.64658,0.5341,0.32816,0.5075319372699434,0.9502563888222119,-0.01717837800000005,0.9460511965328811
"frozenset({502, 1511})","frozenset({1376, 1397})",0.53882,0.65372,0.32816,0.6090345569949148,0.9316443691410923,-0.024077410399999943,0.8857048780024686
frozenset({1376}),"frozenset({1397, 502, 1511})",0.6691,0.51922,0.32816,0.49044985801823343,0.9445896884138388,-0.01925010199999999,0.9435381533407639
frozenset({502}),"frozenset({1376, 1397, 1511})",0.797,0.40792,0.32816,0.4117440401505646,1.0093744855622784,0.0030477600000000105,1.0065006398771434
frozenset({1511}),"frozenset({1376, 1397, 502})",0.6702,0.52072,0.32816,0.4896448821247389,0.9403227879181497,-0.020826544000000002,0.9391107940591744
"frozenset({0, 1376, 1397, 1511})",frozenset({502}),0.40792,0.797,0.32816,0.8044714649931359,1.0093744855622784,0.0030477600000000105,1.0382116349047141
"frozenset({0, 1376, 502, 1511})",frozenset({1397}),0.33832,0.96968,0.32816,0.9699692598723102,1.000298304463648,9.78623999999817e-05,1.009632125984251
"frozenset({0, 1376, 1397, 502})",frozenset({1511}),0.52072,0.6702,0.32816,0.630204332462744,0.9403227879181497,-0.020826544000000002,0.8918438720398838
"frozenset({0, 1397, 502, 1511})",frozenset({1376}),0.51922,0.6691,0.32816,0.6320249605176996,0.944589688413839,-0.01925010199999999,0.8992457761959594
"frozenset({1376, 1397, 502, 1511})",frozenset({0}),0.32816,1.0,0.32816,1.0,1.0,0.0,inf
"frozenset({0, 1376, 1511})","frozenset({1397, 502})",0.4198,0.7715,0.32816,0.7817055740828966,1.013228223049769,0.004284300000000019,1.0467514185945006
"frozenset({0, 1376, 1397})","frozenset({502, 1511})",0.65372,0.53882,0.32816,0.5019886189806033,0.9316443691410923,-0.024077410399999943,0.9260430937461606
"frozenset({0, 1376, 502})","frozenset({1397, 1511})",0.5341,0.64658,0.32816,0.6144167758846658,0.9502563888222119,-0.01717837800000005,0.9165855200543847
"frozenset({0, 1397, 1511})","frozenset({1376, 502})",0.64658,0.5341,0.32816,0.5075319372699434,0.9502563888222119,-0.01717837800000005,0.9460511965328811
"frozenset({0, 502, 1511})","frozenset({1376, 1397})",0.53882,0.65372,0.32816,0.6090345569949148,0.9316443691410923,-0.024077410399999943,0.8857048780024686
"frozenset({0, 1397, 502})","frozenset({1376, 1511})",0.7715,0.4198,0.32816,0.42535320803629295,1.013228223049769,0.004284300000000019,1.0096636892678306
"frozenset({1376, 1397, 1511})","frozenset({0, 502})",0.40792,0.797,0.32816,0.8044714649931359,1.0093744855622784,0.0030477600000000105,1.0382116349047141
"frozenset({1376, 502, 1511})","frozenset({0, 1397})",0.33832,0.96968,0.32816,0.9699692598723102,1.000298304463648,9.78623999999817e-05,1.009632125984251
"frozenset({1376, 1397, 502})","frozenset({0, 1511})",0.52072,0.6702,0.32816,0.630204332462744,0.9403227879181497,-0.020826544000000002,0.8918438720398838
"frozenset({1397, 502, 1511})","frozenset({0, 1376})",0.51922,0.6691,0.32816,0.6320249605176996,0.944589688413839,-0.01925010199999999,0.8992457761959594
"frozenset({0, 1376})","frozenset({1397, 502, 1511})",0.6691,0.51922,0.32816,0.49044985801823343,0.9445896884138388,-0.01925010199999999,0.9435381533407639
"frozenset({0, 1511})","frozenset({1376, 1397, 502})",0.6702,0.52072,0.32816,0.4896448821247389,0.9403227879181497,-0.020826544000000002,0.9391107940591744
"frozenset({0, 502})","frozenset({1376, 1397, 1511})",0.797,0.40792,0.32816,0.4117440401505646,1.0093744855622784,0.0030477600000000105,1.0065006398771434
"frozenset({1376, 1511})","frozenset({0, 1397, 502})",0.4198,0.7715,0.32816,0.7817055740828966,1.013228223049769,0.004284300000000019,1.0467514185945006
"frozenset({1376, 1397})","frozenset({0, 502, 1511})",0.65372,0.53882,0.32816,0.5019886189806033,0.9316443691410923,-0.024077410399999943,0.9260430937461606
"frozenset({1376, 502})","frozenset({0, 1397, 1511})",0.5341,0.64658,0.32816,0.6144167758846658,0.9502563888222119,-0.01717837800000005,0.9165855200543847
"frozenset({1397, 1511})","frozenset({0, 1376, 502})",0.64658,0.5341,0.32816,0.5075319372699434,0.9502563888222119,-0.01717837800000005,0.9460511965328811
"frozenset({502, 1511})","frozenset({0, 1376, 1397})",0.53882,0.65372,0.32816,0.6090345569949148,0.9316443691410923,-0.024077410399999943,0.8857048780024686
"frozenset({1397, 502})","frozenset({0, 1376, 1511})",0.7715,0.4198,0.32816,0.42535320803629295,1.013228223049769,0.004284300000000019,1.0096636892678306
frozenset({1376}),"frozenset({0, 1397, 502, 1511})",0.6691,0.51922,0.32816,0.49044985801823343,0.9445896884138388,-0.01925010199999999,0.9435381533407639
frozenset({1511}),"frozenset({0, 1376, 1397, 502})",0.6702,0.52072,0.32816,0.4896448821247389,0.9403227879181497,-0.020826544000000002,0.9391107940591744
frozenset({502}),"frozenset({0, 1376, 1397, 1511})",0.797,0.40792,0.32816,0.4117440401505646,1.0093744855622784,0.0030477600000000105,1.0065006398771434
"frozenset({0, 1376, 1367})",frozenset({1511}),0.54708,0.6702,0.32596,0.5958177963003582,0.8890149153989231,-0.04069301599999997,0.8159686324167872
"frozenset({0, 1376, 1511})",frozenset({1367}),0.4198,0.73878,0.32596,0.776464983325393,1.0510097502983202,0.01582015600000003,1.1685864876385337
"frozenset({0, 1511, 1367})",frozenset({1376}),0.46924,0.6691,0.32596,0.6946551871110733,1.0381933748484133,0.011991516000000035,1.083692881072027
"frozenset({1376, 1511, 1367})",frozenset({0}),0.32596,1.0,0.32596,1.0,1.0,0.0,inf
"frozenset({0, 1376})","frozenset({1511, 1367})",0.6691,0.46924,0.32596,0.4871618592138694,1.0381933748484131,0.011991516000000035,1.034946424200035
"frozenset({0, 1367})","frozenset({1376, 1511})",0.73878,0.4198,0.32596,0.4412138931752349,1.0510097502983204,0.01582015600000003,1.0383221646238072
"frozenset({0, 1511})","frozenset({1376, 1367})",0.6702,0.54708,0.32596,0.4863622799164429,0.8890149153989231,-0.04069301599999997,0.8817888217522659
"frozenset({1376, 1367})","frozenset({0, 1511})",0.54708,0.6702,0.32596,0.5958177963003582,0.8890149153989231,-0.04069301599999997,0.8159686324167872
"frozenset({1376, 1511})","frozenset({0, 1367})",0.4198,0.73878,0.32596,0.776464983325393,1.0510097502983202,0.01582015600000003,1.1685864876385337
"frozenset({1511, 1367})","frozenset({0, 1376})",0.46924,0.6691,0.32596,0.6946551871110733,1.0381933748484133,0.011991516000000035,1.083692881072027
frozenset({1376}),"frozenset({0, 1511, 1367})",0.6691,0.46924,0.32596,0.4871618592138694,1.0381933748484131,0.011991516000000035,1.034946424200035
frozenset({1367}),"frozenset({0, 1376, 1511})",0.73878,0.4198,0.32596,0.4412138931752349,1.0510097502983204,0.01582015600000003,1.0383221646238072
frozenset({1511}),"frozenset({0, 1376, 1367})",0.6702,0.54708,0.32596,0.4863622799164429,0.8890149153989231,-0.04069301599999997,0.8817888217522659
"frozenset({1376, 1397, 1367})",frozenset({1511}),0.54666,0.6702,0.32578,0.5959462920279516,0.8892066428349024,-0.04059153200000004,0.8162281238681637
"frozenset({1376, 1397, 1511})",frozenset({1367}),0.40792,0.73878,0.32578,0.7986369876446362,1.0810213969580067,0.024416862400000017,1.297259099099099
"frozenset({1376, 1511, 1367})",frozenset({1397}),0.32596,0.96968,0.32578,0.999447785004295,1.0306985655105756,0.009703107200000005,54.90615111110922
"frozenset({1511, 1397, 1367})",frozenset({1376}),0.46888,0.6691,0.32578,0.6948046408462719,1.0384167401677953,0.012052391999999967,1.0842235639412996
"frozenset({1376, 1397})","frozenset({1511, 1367})",0.65372,0.46924,0.32578,0.49834791653919114,1.0620320444531395,0.01902842720000003,1.0580241117277551
"frozenset({1376, 1367})","frozenset({1397, 1511})",0.54708,0.64658,0.32578,0.5954887767785333,0.9209823637887551,-0.027950986400000044,0.8736964012652506
"frozenset({1376, 1511})","frozenset({1397, 1367})",0.4198,0.73812,0.32578,0.776036207717961,1.0513686226060275,0.015917224000000008,1.1692961497553715
"frozenset({1397, 1367})","frozenset({1376, 1511})",0.73812,0.4198,0.32578,0.44136454777001033,1.0513686226060275,0.015917224000000008,1.0386021826647913
"frozenset({1397, 1511})","frozenset({1376, 1367})",0.64658,0.54708,0.32578,0.5038510315815522,0.9209823637887552,-0.027950986400000044,0.9128709900249377
"frozenset({1511, 1367})","frozenset({1376, 1397})",0.46924,0.65372,0.32578,0.6942715880999063,1.0620320444531395,0.01902842720000003,1.132639252753381
frozenset({1376}),"frozenset({1511, 1397, 1367})",0.6691,0.46888,0.32578,0.48689284112987596,1.0384167401677955,0.012052391999999967,1.0351054176861239
frozenset({1367}),"frozenset({1376, 1397, 1511})",0.73878,0.40792,0.32578,0.4409702482471101,1.0810213969580067,0.024416862400000017,1.0591207322033898
frozenset({1511}),"frozenset({1376, 1397, 1367})",0.6702,0.54666,0.32578,0.4860937033721277,0.8892066428349022,-0.04059153200000004,0.8821452528889147
"frozenset({0, 1376, 1397, 1511})",frozenset({1367}),0.40792,0.73878,0.32578,0.7986369876446362,1.0810213969580067,0.024416862400000017,1.297259099099099
"frozenset({0, 1376, 1367, 1511})",frozenset({1397}),0.32596,0.96968,0.32578,0.999447785004295,1.0306985655105756,0.009703107200000005,54.90615111110922
"frozenset({0, 1376, 1397, 1367})",frozenset({1511}),0.54666,0.6702,0.32578,0.5959462920279516,0.8892066428349024,-0.04059153200000004,0.8162281238681637
"frozenset({0, 1397, 1367, 1511})",frozenset({1376}),0.46888,0.6691,0.32578,0.6948046408462719,1.0384167401677953,0.012052391999999967,1.0842235639412996
"frozenset({1376, 1397, 1367, 1511})",frozenset({0}),0.32578,1.0,0.32578,1.0,1.0,0.0,inf
"frozenset({0, 1376, 1511})","frozenset({1397, 1367})",0.4198,0.73812,0.32578,0.776036207717961,1.0513686226060275,0.015917224000000008,1.1692961497553715
"frozenset({0, 1376, 1397})","frozenset({1367, 1511})",0.65372,0.46924,0.32578,0.49834791653919114,1.0620320444531395,0.01902842720000003,1.0580241117277551
"frozenset({0, 1376, 1367})","frozenset({1397, 1511})",0.54708,0.64658,0.32578,0.5954887767785333,0.9209823637887551,-0.027950986400000044,0.8736964012652506
"frozenset({0, 1397, 1511})","frozenset({1376, 1367})",0.64658,0.54708,0.32578,0.5038510315815522,0.9209823637887552,-0.027950986400000044,0.9128709900249377
"frozenset({0, 1367, 1511})","frozenset({1376, 1397})",0.46924,0.65372,0.32578,0.6942715880999063,1.0620320444531395,0.01902842720000003,1.132639252753381
"frozenset({0, 1397, 1367})","frozenset({1376, 1511})",0.73812,0.4198,0.32578,0.44136454777001033,1.0513686226060275,0.015917224000000008,1.0386021826647913
"frozenset({1376, 1397, 1511})","frozenset({0, 1367})",0.40792,0.73878,0.32578,0.7986369876446362,1.0810213969580067,0.024416862400000017,1.297259099099099
"frozenset({1376, 1367, 1511})","frozenset({0, 1397})",0.32596,0.96968,0.32578,0.999447785004295,1.0306985655105756,0.009703107200000005,54.90615111110922
"frozenset({1376, 1397, 1367})","frozenset({0, 1511})",0.54666,0.6702,0.32578,0.5959462920279516,0.8892066428349024,-0.04059153200000004,0.8162281238681637
"frozenset({1397, 1367, 1511})","frozenset({0, 1376})",0.46888,0.6691,0.32578,0.6948046408462719,1.0384167401677953,0.012052391999999967,1.0842235639412996
"frozenset({0, 1376})","frozenset({1397, 1367, 1511})",0.6691,0.46888,0.32578,0.48689284112987596,1.0384167401677955,0.012052391999999967,1.0351054176861239
"frozenset({0, 1511})","frozenset({1376, 1397, 1367})",0.6702,0.54666,0.32578,0.4860937033721277,0.8892066428349022,-0.04059153200000004,0.8821452528889147
"frozenset({0, 1367})","frozenset({1376, 1397, 1511})",0.73878,0.40792,0.32578,0.4409702482471101,1.0810213969580067,0.024416862400000017,1.0591207322033898
"frozenset({1376, 1511})","frozenset({0, 1397, 1367})",0.4198,0.73812,0.32578,0.776036207717961,1.0513686226060275,0.015917224000000008,1.1692961497553715
"frozenset({1376, 1397})","frozenset({0, 1367, 1511})",0.65372,0.46924,0.32578,0.49834791653919114,1.0620320444531395,0.01902842720000003,1.0580241117277551
"frozenset({1376, 1367})","frozenset({0, 1397, 1511})",0.54708,0.64658,0.32578,0.5954887767785333,0.9209823637887551,-0.027950986400000044,0.8736964012652506
"frozenset({1397, 1511})","frozenset({0, 1376, 1367})",0.64658,0.54708,0.32578,0.5038510315815522,0.9209823637887552,-0.027950986400000044,0.9128709900249377
"frozenset({1367, 1511})","frozenset({0, 1376, 1397})",0.46924,0.65372,0.32578,0.6942715880999063,1.0620320444531395,0.01902842720000003,1.132639252753381
"frozenset({1397, 1367})","frozenset({0, 1376, 1511})",0.73812,0.4198,0.32578,0.44136454777001033,1.0513686226060275,0.015917224000000008,1.0386021826647913
frozenset({1376}),"frozenset({0, 1397, 1367, 1511})",0.6691,0.46888,0.32578,0.48689284112987596,1.0384167401677955,0.012052391999999967,1.0351054176861239
frozenset({1511}),"frozenset({0, 1376, 1397, 1367})",0.6702,0.54666,0.32578,0.4860937033721277,0.8892066428349022,-0.04059153200000004,0.8821452528889147
frozenset({1367}),"frozenset({0, 1376, 1397, 1511})",0.73878,0.40792,0.32578,0.4409702482471101,1.0810213969580067,0.024416862400000017,1.0591207322033898
"frozenset({1376, 1357, 1367})",frozenset({1511}),0.54696,0.6702,0.32588,0.5958022524499049,0.888991722545367,-0.04069259200000003,0.815937253482902
"frozenset({1376, 1357, 1511})",frozenset({1367}),0.32588,0.73878,0.32588,1.0,1.3535829340263679,0.0851263736,inf
"frozenset({1376, 1511, 1367})",frozenset({1357}),0.32596,0.73888,0.32588,0.9997545711130199,1.3530675767553864,0.08503467519999999,1063.9334399995887
"frozenset({1511, 1357, 1367})",frozenset({1376}),0.46916,0.6691,0.32588,0.6946031204706283,1.0381155589158995,0.01196504399999998,1.0835081239530986
"frozenset({1376, 1357})","frozenset({1511, 1367})",0.54704,0.46924,0.32588,0.5957151213805206,1.2695318416599621,0.0691869504,1.3128366359196961
"frozenset({1376, 1367})","frozenset({1357, 1511})",0.54708,0.46922,0.32588,0.5956715654017694,1.2694931277476862,0.06917912239999996,1.3127446763110306
"frozenset({1376, 1511})","frozenset({1357, 1367})",0.4198,0.73866,0.32588,0.7762744163887565,1.0509225034369758,0.015790532000000024,1.1681274701873934
"frozenset({1357, 1367})","frozenset({1376, 1511})",0.73866,0.4198,0.32588,0.4411772669428425,1.0509225034369758,0.015790532000000024,1.038254111148796
"frozenset({1357, 1511})","frozenset({1376, 1367})",0.46922,0.54708,0.32588,0.6945143003282043,1.2694931277476864,0.06917912239999996,1.4826225924375611
"frozenset({1511, 1367})","frozenset({1376, 1357})",0.46924,0.54704,0.32588,0.6944846986616657,1.2695318416599624,0.0691869504,1.4826098660714289
frozenset({1376}),"frozenset({1511, 1357, 1367})",0.6691,0.46916,0.32588,0.4870422956209834,1.0381155589158995,0.01196504399999998,1.0348611502826175
frozenset({1357}),"frozenset({1376, 1511, 1367})",0.73888,0.32596,0.32588,0.4410459073191858,1.3530675767553864,0.08503467519999999,1.2058950973365616
frozenset({1367}),"frozenset({1376, 1357, 1511})",0.73878,0.32588,0.32588,0.44110560654051273,1.3535829340263679,0.0851263736,1.206167046742553
frozenset({1511}),"frozenset({1376, 1357, 1367})",0.6702,0.54696,0.32588,0.4862429125634139,0.888991722545367,-0.04069259200000003,0.8818175185873606
"frozenset({0, 1376, 1357})",frozenset({1511}),0.54704,0.6702,0.32588,0.5957151213805206,0.8888617149813796,-0.040746208000000006,0.8157614035087719
"frozenset({0, 1376, 1511})",frozenset({1357}),0.4198,0.73888,0.32588,0.7762744163887565,1.0506095934235011,0.015698176000000008,1.1671441226575807
"frozenset({0, 1357, 1511})",frozenset({1376}),0.46922,0.6691,0.32588,0.6945143003282043,1.0379828132240385,0.011924897999999962,1.0831930933444955
"frozenset({1376, 1357, 1511})",frozenset({0}),0.32588,1.0,0.32588,1.0,1.0,0.0,inf
"frozenset({0, 1376})","frozenset({1357, 1511})",0.6691,0.46922,0.32588,0.4870422956209834,1.0379828132240385,0.011924897999999962,1.0347441815745004
"frozenset({0, 1357})","frozenset({1376, 1511})",0.73888,0.4198,0.32588,0.4410459073191858,1.0506095934235011,0.015698176000000008,1.0380101113801454
"frozenset({0, 1511})","frozenset({1376, 1357})",0.6702,0.54704,0.32588,0.4862429125634139,0.8888617149813797,-0.040746208000000006,0.8816618029739778
"frozenset({1376, 1357})","frozenset({0, 1511})",0.54704,0.6702,0.32588,0.5957151213805206,0.8888617149813796,-0.040746208000000006,0.8157614035087719
"frozenset({1376, 1511})","frozenset({0, 1357})",0.4198,0.73888,0.32588,0.7762744163887565,1.0506095934235011,0.015698176000000008,1.1671441226575807
"frozenset({1357, 1511})","frozenset({0, 1376})",0.46922,0.6691,0.32588,0.6945143003282043,1.0379828132240385,0.011924897999999962,1.0831930933444955
frozenset({1376}),"frozenset({0, 1357, 1511})",0.6691,0.46922,0.32588,0.4870422956209834,1.0379828132240385,0.011924897999999962,1.0347441815745004
